idx,case,Activity,timestamp,lifecycle,ApplicationType,LoanGoal,RequestedAmount,MonthlyCost,resource,Selected,EventID,OfferID,FirstWithdrawalAmount,Action,Accepted,CreditScore,NumberOfTerms,EventOrigin,OfferedAmount,EventIDraw
166856,Application_100034150,W_Call incomplete files,2016-03-07T13:41:28.647+0100,SUSPEND,New credit,Existing loan takeover,5000.0,Unknown,User_30,Unknown,Workitem_1457101879,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1457101879
166857,Application_100034150,W_Call incomplete files,2016-03-07T19:20:50.418+0100,RESUME,New credit,Existing loan takeover,5000.0,Unknown,User_15,Unknown,Workitem_866256415,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_866256415
166858,Application_100034150,W_Call incomplete files,2016-03-07T19:21:35.160+0100,SUSPEND,New credit,Existing loan takeover,5000.0,Unknown,User_15,Unknown,Workitem_1585293448,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1585293448
166859,Application_100034150,W_Call incomplete files,2016-03-07T19:22:01.673+0100,RESUME,New credit,Existing loan takeover,5000.0,Unknown,User_15,Unknown,Workitem_563883540,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_563883540
166860,Application_100034150,W_Call incomplete files,2016-03-07T19:25:09.496+0100,SUSPEND,New credit,Existing loan takeover,5000.0,Unknown,User_15,Unknown,Workitem_744278410,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_744278410
166861,Application_100034150,W_Call incomplete files,2016-03-08T12:17:03.215+0100,ATE_ABORT,New credit,Existing loan takeover,5000.0,Unknown,User_116,Unknown,Workitem_807320205,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_807320205
166862,Application_100034150,W_Validate application,2016-03-08T12:17:03.260+0100,SCHEDULE,New credit,Existing loan takeover,5000.0,Unknown,User_116,Unknown,Workitem_49477408,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_49477408
166863,Application_100034150,W_Validate application,2016-03-08T12:17:03.264+0100,START,New credit,Existing loan takeover,5000.0,Unknown,User_116,Unknown,Workitem_426593714,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_426593714
166864,Application_100034150,A_Validating,2016-03-08T12:17:03.358+0100,COMPLETE,New credit,Existing loan takeover,5000.0,Unknown,User_116,Unknown,ApplState_1932302340,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1932302340
166865,Application_100034150,W_Validate application,2016-03-08T12:18:09.989+0100,SUSPEND,New credit,Existing loan takeover,5000.0,Unknown,User_116,Unknown,Workitem_1839338128,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1839338128
166866,Application_100034150,O_Accepted,2016-03-08T12:35:09.060+0100,COMPLETE,New credit,Existing loan takeover,5000.0,Unknown,User_119,Unknown,OfferState_836746104,Offer_666717447,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_836746104
166867,Application_100034150,A_Pending,2016-03-08T12:35:09.064+0100,COMPLETE,New credit,Existing loan takeover,5000.0,Unknown,User_119,Unknown,ApplState_922531610,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_922531610
166868,Application_100034150,W_Validate application,2016-03-08T12:35:09.066+0100,ATE_ABORT,New credit,Existing loan takeover,5000.0,Unknown,User_119,Unknown,Workitem_2142102299,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2142102299
1093289,Application_1000386745,A_Create Application,2016-11-25T15:31:09.852+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_1,Unknown,Application_1000386745,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Application,Unknown,Application_1000386745
1093290,Application_1000386745,A_Submitted,2016-11-25T15:31:11.088+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_1,Unknown,ApplState_508603983,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_508603983
1093291,Application_1000386745,W_Handle leads,2016-11-25T15:31:11.309+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_1,Unknown,Workitem_1662375286,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1662375286
1093292,Application_1000386745,W_Handle leads,2016-11-25T15:32:40.415+0100,WITHDRAW,New credit,Car,5000.0,Unknown,User_1,Unknown,Workitem_1449448208,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1449448208
1093293,Application_1000386745,W_Complete application,2016-11-25T15:32:40.421+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_1,Unknown,Workitem_585834251,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_585834251
1093294,Application_1000386745,A_Concept,2016-11-25T15:32:40.426+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_1,Unknown,ApplState_671402517,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_671402517
1093295,Application_1000386745,A_Accepted,2016-11-25T16:33:09.150+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_77,Unknown,ApplState_1007578100,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1007578100
1093296,Application_1000386745,O_Create Offer,2016-11-25T16:35:29.256+0100,COMPLETE,New credit,Car,5000.0,100.25,User_77,True,Offer_1183512540,Offer_1183512540,5000.0,Created,True,1080.0,58.0,Offer,5000.0,Offer_1183512540
1093297,Application_1000386745,O_Created,2016-11-25T16:35:29.865+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_77,Unknown,OfferState_1809362004,Offer_1183512540,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1809362004
1093298,Application_1000386745,O_Sent (mail and online),2016-11-25T16:35:38.508+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_77,Unknown,OfferState_1995092888,Offer_1183512540,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1995092888
1093299,Application_1000386745,W_Complete application,2016-11-25T16:35:38.520+0100,WITHDRAW,New credit,Car,5000.0,Unknown,User_77,Unknown,Workitem_417115935,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_417115935
1093300,Application_1000386745,W_Call after offers,2016-11-25T16:35:38.526+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_77,Unknown,Workitem_800463112,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_800463112
1093301,Application_1000386745,W_Call after offers,2016-11-25T16:35:38.527+0100,START,New credit,Car,5000.0,Unknown,User_77,Unknown,Workitem_1874566439,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1874566439
1093302,Application_1000386745,A_Complete,2016-11-25T16:35:38.529+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_77,Unknown,ApplState_386859426,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_386859426
1093303,Application_1000386745,W_Call after offers,2016-11-25T16:37:53.362+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_77,Unknown,Workitem_1783503116,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1783503116
1093304,Application_1000386745,W_Call after offers,2016-11-29T07:32:01.007+0100,ATE_ABORT,New credit,Car,5000.0,Unknown,User_1,Unknown,Workitem_2067318044,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2067318044
1093305,Application_1000386745,W_Call after offers,2016-11-29T07:32:01.013+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_1,Unknown,Workitem_1499885168,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1499885168
1093306,Application_1000386745,W_Call after offers,2016-12-01T15:20:13.643+0100,WITHDRAW,New credit,Car,5000.0,Unknown,User_53,Unknown,Workitem_142158901,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_142158901
1093307,Application_1000386745,W_Validate application,2016-12-01T15:20:13.648+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_53,Unknown,Workitem_323093501,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_323093501
1093308,Application_1000386745,W_Validate application,2016-12-01T15:20:13.650+0100,START,New credit,Car,5000.0,Unknown,User_53,Unknown,Workitem_372196138,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_372196138
1093309,Application_1000386745,A_Validating,2016-12-01T15:20:14.420+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_53,Unknown,ApplState_123744124,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_123744124
1093310,Application_1000386745,O_Returned,2016-12-01T15:20:27.286+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_53,Unknown,OfferState_1217323909,Offer_1183512540,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1217323909
1093311,Application_1000386745,W_Validate application,2016-12-01T15:26:34.735+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_53,Unknown,Workitem_1515371688,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1515371688
1093312,Application_1000386745,W_Validate application,2016-12-02T08:30:57.522+0100,RESUME,New credit,Car,5000.0,Unknown,User_90,Unknown,Workitem_1724359852,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1724359852
1093313,Application_1000386745,W_Validate application,2016-12-02T09:03:39.953+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_90,Unknown,Workitem_70868437,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_70868437
1093314,Application_1000386745,W_Call incomplete files,2016-12-02T09:03:39.958+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_90,Unknown,Workitem_285907989,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_285907989
1093315,Application_1000386745,W_Call incomplete files,2016-12-02T09:03:39.960+0100,START,New credit,Car,5000.0,Unknown,User_90,Unknown,Workitem_358818822,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_358818822
1093316,Application_1000386745,A_Incomplete,2016-12-02T09:03:39.962+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_90,Unknown,ApplState_1980077056,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1980077056
1093317,Application_1000386745,W_Call incomplete files,2016-12-02T09:09:45.861+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_90,Unknown,Workitem_8767081,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_8767081
1093318,Application_1000386745,W_Call incomplete files,2016-12-02T10:46:20.122+0100,RESUME,New credit,Car,5000.0,Unknown,User_3,Unknown,Workitem_1252968222,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1252968222
1093319,Application_1000386745,W_Call incomplete files,2016-12-02T10:51:21.988+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_3,Unknown,Workitem_1709167539,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1709167539
1093320,Application_1000386745,W_Call incomplete files,2016-12-05T20:02:03.331+0100,ATE_ABORT,New credit,Car,5000.0,Unknown,User_133,Unknown,Workitem_1945600993,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1945600993
1093321,Application_1000386745,W_Validate application,2016-12-05T20:02:03.336+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_133,Unknown,Workitem_308343860,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_308343860
1093322,Application_1000386745,W_Validate application,2016-12-05T20:02:03.337+0100,START,New credit,Car,5000.0,Unknown,User_133,Unknown,Workitem_51246123,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_51246123
1093323,Application_1000386745,A_Validating,2016-12-05T20:02:03.392+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_133,Unknown,ApplState_721789388,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_721789388
1093324,Application_1000386745,W_Validate application,2016-12-05T20:02:27.093+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_133,Unknown,Workitem_633947126,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_633947126
1093325,Application_1000386745,W_Validate application,2016-12-06T11:03:16.669+0100,ATE_ABORT,New credit,Car,5000.0,Unknown,User_29,Unknown,Workitem_1347163277,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1347163277
1093326,Application_1000386745,W_Call incomplete files,2016-12-06T11:03:16.674+0100,SCHEDULE,New credit,Car,5000.0,Unknown,User_29,Unknown,Workitem_1713620389,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1713620389
1093327,Application_1000386745,W_Call incomplete files,2016-12-06T11:03:16.675+0100,START,New credit,Car,5000.0,Unknown,User_29,Unknown,Workitem_818721624,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_818721624
1093328,Application_1000386745,A_Incomplete,2016-12-06T11:03:16.677+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_29,Unknown,ApplState_273211146,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_273211146
1093329,Application_1000386745,W_Call incomplete files,2016-12-06T11:03:42.139+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_29,Unknown,Workitem_1176614235,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1176614235
1093330,Application_1000386745,W_Call incomplete files,2016-12-06T14:27:36.634+0100,RESUME,New credit,Car,5000.0,Unknown,User_67,Unknown,Workitem_233038762,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_233038762
1093331,Application_1000386745,W_Call incomplete files,2016-12-06T14:29:44.149+0100,SUSPEND,New credit,Car,5000.0,Unknown,User_67,Unknown,Workitem_291736889,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_291736889
1093332,Application_1000386745,O_Accepted,2016-12-06T14:58:37.766+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_123,Unknown,OfferState_994088886,Offer_1183512540,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_994088886
1093333,Application_1000386745,A_Pending,2016-12-06T14:58:37.769+0100,COMPLETE,New credit,Car,5000.0,Unknown,User_123,Unknown,ApplState_458251313,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_458251313
1093334,Application_1000386745,W_Call incomplete files,2016-12-06T14:58:37.773+0100,ATE_ABORT,New credit,Car,5000.0,Unknown,User_123,Unknown,Workitem_1497403613,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1497403613
501535,Application_1000474975,A_Create Application,2016-06-16T17:37:24.412+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Application_1000474975,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Application,Unknown,Application_1000474975
501536,Application_1000474975,W_Complete application,2016-06-16T17:37:24.425+0100,SCHEDULE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_808486006,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_808486006
501537,Application_1000474975,W_Complete application,2016-06-16T17:37:24.430+0100,START,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_1817823506,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1817823506
501538,Application_1000474975,A_Concept,2016-06-16T17:37:24.433+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,ApplState_1573307165,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1573307165
501539,Application_1000474975,A_Accepted,2016-06-16T17:41:19.218+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,ApplState_2088838443,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_2088838443
501540,Application_1000474975,O_Create Offer,2016-06-16T17:43:40.288+0100,COMPLETE,New credit,"Other, see explanation",50000.0,923.56,User_7,True,Offer_1176178121,Offer_1176178121,50000.0,Created,True,893.0,60.0,Offer,50000.0,Offer_1176178121
501541,Application_1000474975,O_Created,2016-06-16T17:43:41.677+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,OfferState_471430106,Offer_1176178121,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_471430106
501542,Application_1000474975,O_Sent (mail and online),2016-06-16T17:46:49.674+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,OfferState_1503059818,Offer_1176178121,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1503059818
501543,Application_1000474975,W_Complete application,2016-06-16T17:46:49.690+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_1232829233,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1232829233
501544,Application_1000474975,W_Call after offers,2016-06-16T17:46:49.697+0100,SCHEDULE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_655816275,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_655816275
501545,Application_1000474975,W_Call after offers,2016-06-16T17:46:49.700+0100,START,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_292322707,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_292322707
501546,Application_1000474975,A_Complete,2016-06-16T17:46:49.703+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,ApplState_1864583080,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1864583080
501547,Application_1000474975,W_Call after offers,2016-06-16T17:48:06.290+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_7,Unknown,Workitem_734607301,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_734607301
501548,Application_1000474975,W_Call after offers,2016-06-20T20:47:08.538+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_23,Unknown,Workitem_865645807,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_865645807
501549,Application_1000474975,W_Call after offers,2016-06-20T20:47:39.744+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_23,Unknown,Workitem_647381637,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_647381637
501550,Application_1000474975,W_Call after offers,2016-06-24T13:16:16.837+0100,ATE_ABORT,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,Workitem_1058700924,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1058700924
501551,Application_1000474975,W_Validate application,2016-06-24T13:16:16.874+0100,SCHEDULE,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,Workitem_1169982012,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1169982012
501552,Application_1000474975,W_Validate application,2016-06-24T13:16:16.881+0100,START,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,Workitem_415854378,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_415854378
501553,Application_1000474975,A_Validating,2016-06-24T13:16:17.949+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,ApplState_877596047,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_877596047
501554,Application_1000474975,O_Returned,2016-06-24T13:18:24.996+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,OfferState_910610612,Offer_1176178121,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_910610612
501555,Application_1000474975,W_Validate application,2016-06-24T13:21:13.027+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_126,Unknown,Workitem_1694305736,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1694305736
501556,Application_1000474975,W_Validate application,2016-06-29T08:09:47.986+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_1661061895,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1661061895
501557,Application_1000474975,W_Validate application,2016-06-29T08:09:55.379+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_843610025,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_843610025
501558,Application_1000474975,W_Validate application,2016-06-29T08:13:31.894+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_2049475458,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2049475458
501559,Application_1000474975,W_Validate application,2016-06-29T08:13:36.259+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_1163010053,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1163010053
501560,Application_1000474975,W_Validate application,2016-06-29T08:13:47.660+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_902165,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_902165
501561,Application_1000474975,W_Validate application,2016-06-29T08:14:57.876+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_1160896602,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1160896602
501562,Application_1000474975,W_Validate application,2016-06-29T08:15:17.395+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_1692932693,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1692932693
501563,Application_1000474975,W_Validate application,2016-06-29T08:15:21.356+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_30,Unknown,Workitem_803143618,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_803143618
501564,Application_1000474975,W_Validate application,2016-06-29T11:12:46.288+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,Workitem_1871257577,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1871257577
501565,Application_1000474975,W_Validate application,2016-06-29T11:34:01.056+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,Workitem_2071509644,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_2071509644
501566,Application_1000474975,W_Validate application,2016-06-29T12:07:38.185+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_95,Unknown,Workitem_1883856657,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1883856657
501567,Application_1000474975,W_Validate application,2016-06-29T12:11:34.674+0100,SUSPEND,New credit,"Other, see explanation",50000.0,Unknown,User_95,Unknown,Workitem_1156262358,Unknown,Unknown,Released,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1156262358
501568,Application_1000474975,W_Validate application,2016-06-29T13:04:10.647+0100,RESUME,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,Workitem_650109037,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_650109037
501569,Application_1000474975,O_Accepted,2016-06-29T13:06:58.039+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,OfferState_2040532180,Offer_1176178121,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_2040532180
501570,Application_1000474975,A_Pending,2016-06-29T13:06:58.071+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,ApplState_146773786,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_146773786
501571,Application_1000474975,W_Validate application,2016-06-29T13:06:58.078+0100,COMPLETE,New credit,"Other, see explanation",50000.0,Unknown,User_68,Unknown,Workitem_1064120850,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1064120850
207193,Application_1000557783,A_Create Application,2016-03-09T20:08:45.338+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,Application_1000557783,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Application,Unknown,Application_1000557783
207194,Application_1000557783,W_Complete application,2016-03-09T20:08:45.348+0100,SCHEDULE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,Workitem_1048709025,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1048709025
207195,Application_1000557783,W_Complete application,2016-03-09T20:08:45.352+0100,START,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,Workitem_598049142,Unknown,Unknown,Obtained,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_598049142
207196,Application_1000557783,A_Concept,2016-03-09T20:08:45.355+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,ApplState_506212752,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_506212752
207197,Application_1000557783,A_Accepted,2016-03-09T20:09:51.381+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,ApplState_1723743859,Unknown,Unknown,statechange,Unknown,Unknown,Unknown,Application,Unknown,ApplState_1723743859
207198,Application_1000557783,O_Create Offer,2016-03-09T20:14:51.745+0100,COMPLETE,New credit,Home improvement,10000.0,213.21,User_23,True,Offer_1485756300,Offer_1485756300,10000.0,Created,True,805.0,53.0,Offer,10000.0,Offer_1485756300
207199,Application_1000557783,O_Created,2016-03-09T20:14:53.101+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,OfferState_1963592327,Offer_1485756300,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_1963592327
207200,Application_1000557783,O_Sent (mail and online),2016-03-09T20:16:01.066+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,OfferState_2140992236,Offer_1485756300,Unknown,statechange,Unknown,Unknown,Unknown,Offer,Unknown,OfferState_2140992236
207201,Application_1000557783,W_Complete application,2016-03-09T20:16:01.083+0100,COMPLETE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,Workitem_1512466692,Unknown,Unknown,Deleted,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_1512466692
207202,Application_1000557783,W_Call after offers,2016-03-09T20:16:01.092+0100,SCHEDULE,New credit,Home improvement,10000.0,Unknown,User_23,Unknown,Workitem_564615779,Unknown,Unknown,Created,Unknown,Unknown,Unknown,Workflow,Unknown,Workitem_564615779
